"","x","var","ncond","prob","method"
"291",2.24489795918367,"x2",1,0.967,"pol"
"292",2.24489795918367,"x2",1,0.673,"rad"
"293",2.3469387755102,"x1",1,1,"pol"
"294",2.3469387755102,"x1",1,NA,"rad"
"295",2.3469387755102,"x2",1,0.9925,"pol"
"296",2.3469387755102,"x2",1,0.6425,"rad"
"297",2.44897959183673,"x1",1,0.946,"pol"
"298",2.44897959183673,"x1",1,NA,"rad"
"299",2.44897959183673,"x2",1,1,"pol"
"300",2.44897959183673,"x2",1,0.625,"rad"
"301",2.55102040816327,"x1",1,0.8345,"pol"
"302",2.55102040816327,"x1",1,NA,"rad"
"303",2.55102040816327,"x2",1,1,"pol"
"304",2.55102040816327,"x2",1,0.5875,"rad"
"305",2.6530612244898,"x1",1,0.7375,"pol"
"306",2.6530612244898,"x1",1,NA,"rad"
"307",2.6530612244898,"x2",1,1,"pol"
"308",2.6530612244898,"x2",1,0.6135,"rad"
"309",2.75510204081633,"x1",1,0.624,"pol"
"310",2.75510204081633,"x1",1,NA,"rad"
"311",2.75510204081633,"x2",1,1,"pol"
"312",2.75510204081633,"x2",1,0.6245,"rad"
"313",2.85714285714286,"x1",1,0.5435,"pol"
"314",2.85714285714286,"x1",1,NA,"rad"
"315",2.85714285714286,"x2",1,1,"pol"
"316",2.85714285714286,"x2",1,0.6645,"rad"
"317",2.95918367346939,"x1",1,0.472,"pol"
"318",2.95918367346939,"x1",1,NA,"rad"
"319",2.95918367346939,"x2",1,1,"pol"
"320",2.95918367346939,"x2",1,0.953,"rad"
"321",3.06122448979592,"x1",1,0.3795,"pol"
"322",3.06122448979592,"x1",1,NA,"rad"
"323",3.06122448979592,"x2",1,1,"pol"
"324",3.06122448979592,"x2",1,0.945,"rad"
"325",3.16326530612245,"x1",1,0.2845,"pol"
"326",3.16326530612245,"x1",1,NA,"rad"
"327",3.16326530612245,"x2",1,1,"pol"
"328",3.16326530612245,"x2",1,0.9445,"rad"
"329",3.26530612244898,"x1",1,0.2395,"pol"
"330",3.26530612244898,"x1",1,NA,"rad"
"331",3.26530612244898,"x2",1,1,"pol"
"332",3.26530612244898,"x2",1,0.942,"rad"
"333",3.36734693877551,"x1",1,0.1585,"pol"
"334",3.36734693877551,"x1",1,NA,"rad"
"335",3.36734693877551,"x2",1,1,"pol"
"336",3.36734693877551,"x2",1,0.963,"rad"
"337",3.46938775510204,"x1",1,0.094,"pol"
"338",3.46938775510204,"x1",1,NA,"rad"
"339",3.46938775510204,"x2",1,1,"pol"
"340",3.46938775510204,"x2",1,0.964,"rad"
"341",3.57142857142857,"x1",1,0.024,"pol"
"342",3.57142857142857,"x1",1,NA,"rad"
"343",3.57142857142857,"x2",1,1,"pol"
"344",3.57142857142857,"x2",1,0.9725,"rad"
"345",3.6734693877551,"x1",1,0,"pol"
"346",3.6734693877551,"x1",1,NA,"rad"
"347",3.6734693877551,"x2",1,1,"pol"
"348",3.6734693877551,"x2",1,0.9915,"rad"
"349",3.77551020408163,"x1",1,0,"pol"
"350",3.77551020408163,"x1",1,NA,"rad"
