pka1,pka2,logA,Na.A,Energy.kJ.mol,Flux.mol.m2s,DIC.cyc,pCO2.lean
10.3338103106169,2.10602283794163,-1.19979030726821,5,14.9079546039157,-4.3571E-05,0.087678985602956,0.002438995703024
10.9898560282454,0,-2,3.94656923707991,-3.35937233493355,0.001451,-0.0099683279737,0.441776014904863
12.1346638283459,2.22710526193316,-2,-0.33852459855502,-7.80985400996492,0.0017382,-0.01279613030931,0.526236839150237
4.70774062094444,3.65715512322744,-1.76764120895735,2.65291437890611,-17.8612860641139,0.00067111,-0.003678313709744,0.207476405379704
10.1109147474061,3.59513970501079,-2,2.64520533165956,-3.53462135319441,0.0014503,-0.009939866158991,0.441542150919474
12.1907068445771,0,-1.08548151766737,3.03369122006074,17.0204830301815,-4.8758E-05,0.124139805774857,0.000677522949487
8.77262998278232,0.824281685324932,-1.09744397212684,5,11.7862047296667,-1.9641E-06,0.107585208795667,0.014480429600645
8.86014586074371,1.11137034897106,-2,3.7452203455555,-3.35872201885742,0.0014526,-0.010007084654855,0.442161087286419
4.37723644173996,0,-2,4.99943544265147,-0.592445138845447,0.005351,-0.047876487888709,1.54688018933308
12.5990374435311,0,-2,-0.264191556319017,-7.35548839289227,0.0016641,-0.012055353572812,0.504441694390764
